"timestamp","sys_time","abs_timestamp","raw_x_gyro","raw_y_gyro","raw_z_gyro"
"17533.0","1528923513596","5360853768784","-0.030212402","-0.37556458","0.17773438"
"17538.0","1528923513601","5360858804184","-0.03312683","-0.36689758","0.18466187"
"17543.0","1528923513607","5360863839585","-0.031311035","-0.355484","0.1906128"
"17548.0","1528923513615","5360868874985","-0.029144287","-0.34674072","0.19392395"
"17553.0","1528923513620","5360873910385","-0.029205322","-0.33927917","0.19934082"
"17558.0","1528923513625","5360878945786","-0.032546997","-0.3375702","0.2055664"
"17563.0","1528923513630","5360883981186","-0.038757324","-0.3504181","0.20336914"
"17568.0","1528923513631","5360889016586","-0.038757324","-0.36044312","0.20036316"
"17573.0","1528923513640","5360894051987","-0.033843994","-0.33950806","0.20378113"
"17578.0","1528923513644","5360899087387","-0.024871826","-0.31193542","0.20794678"
"17583.0","1528923513649","5360904122788","-0.025375366","-0.30682373","0.2097168"
"17588.0","1528923513654","5360909158188","-0.031219482","-0.3368683","0.20755005"
"17593.0","1528923513659","5360914193588","-0.03982544","-0.36128235","0.20529175"
"17598.0","1528923513665","5360919228989","-0.039382935","-0.3563385","0.2024231"
"17603.0","1528923513670","5360924264389","-0.030532837","-0.3321991","0.20349121"
"17608.0","1528923513675","5360929299790","-0.02659607","-0.30833435","0.20892334"
"17613.0","1528923513681","5360934335190","-0.031280518","-0.3136444","0.20297241"
"17618.0","1528923513685","5360939370590","-0.037963867","-0.3430481","0.19972229"
"17623.0","1528923513690","5360944405991","-0.042785645","-0.35420227","0.19671631"
"17628.0","1528923513696","5360949441391","-0.035736084","-0.34402466","0.19584656"
"17633.0","1528923513701","5360954476792","-0.02998352","-0.3113861","0.20228577"
"17638.0","1528923513705","5360959512192","-0.031097412","-0.3093109","0.20417786"
"17644.0","1528923513710","5360964547592","-0.040008545","-0.33746338","0.19793701"
"17649.0","1528923513715","5360969582993","-0.047592163","-0.3612976","0.19195557"
"17654.0","1528923513721","5360974618393","-0.04676819","-0.3630829","0.18721008"
"17659.0","1528923513725","5360979653794","-0.04032898","-0.33714294","0.19078064"
"17664.0","1528923513730","5360984689194","-0.033859253","-0.31111145","0.19589233"
"17669.0","1528923513735","5360989724594","-0.035308838","-0.31851196","0.19717407"
"17674.0","1528923513739","5360994759995","-0.04333496","-0.34103394","0.19393921"
"17679.0","1528923513744","5360999795395","-0.04623413","-0.35855103","0.19174194"
"17684.0","1528923513751","5361004830795","-0.0448761","-0.34713745","0.19140625"
"17689.0","1528923513755","5361009866196","-0.039749146","-0.32710266","0.19226074"
"17694.0","1528923513761","5361014901596","-0.03564453","-0.3162079","0.19641113"
