"timestamp","sys_time","abs_timestamp","raw_x_acc","raw_y_acc","raw_z_acc"
"19033.0","1528923514724","5361966592270","-0.31976318","-8.092072","5.399948"
"19038.0","1528923514727","5361971627670","-0.31515503","-8.159607","5.3554993"
"19043.0","1528923514730","5361976663071","-0.40715027","-8.273895","5.440613"
"19048.0","1528923514731","5361981698471","-0.40756226","-8.276108","5.5496063"
"19053.0","1528923514734","5361986733872","-0.5068817","-8.299973","5.49498"
"19058.0","1528923514736","5361991769272","-0.56085205","-8.281311","5.3916626"
"19064.0","1528923514739","5361996804672","-0.44267273","-8.224579","5.343643"
"19069.0","1528923514743","5362001840073","-0.46897888","-8.286743","5.440613"
"19074.0","1528923514748","5362006875473","-0.36410522","-8.327881","5.5898438"
"19079.0","1528923514753","5362011910874","-0.4534607","-8.368713","5.6030426"
"19084.0","1528923514758","5362016946274","-0.38362122","-8.260941","5.4833984"
"19089.0","1528923514763","5362021981674","-0.5115509","-8.270599","5.4431915"
"19094.0","1528923514768","5362027017075","-0.61331177","-8.267975","5.4548187"
"19099.0","1528923514773","5362032052475","-0.5860596","-8.314682","5.4511566"
"19104.0","1528923514778","5362037087876","-0.6045227","-8.391434","5.507889"
"19109.0","1528923514782","5362042123276","-0.62246704","-8.403976","5.323227"
"19114.0","1528923514787","5362047158676","-0.44638062","-8.310135","5.3489532"
"19119.0","1528923514793","5362052194077","-0.48692322","-8.23793","5.3672028"
"19124.0","1528923514797","5362057229477","-0.5289459","-8.149887","5.3917694"
"19129.0","1528923514803","5362062264877","-0.5515747","-8.263382","5.454712"
"19134.0","1528923514807","5362067300278","-0.5757141","-8.363876","5.4992523"
"19139.0","1528923514812","5362072335678","-0.6303711","-8.387451","5.448593"
"19144.0","1528923514817","5362077371079","-0.7857666","-8.261551","5.474121"
"19149.0","1528923514823","5362082406479","-0.64071655","-8.308426","5.476364"
"19154.0","1528923514832","5362087441879","-0.5898895","-8.467438","5.587387"
"19159.0","1528923514837","5362092477280","-0.5618439","-8.513611","5.543808"
"19164.0","1528923514842","5362097512680","-0.5591278","-8.498322","5.4344025"
"19169.0","1528923514847","5362102548081","-0.5899353","-8.3381195","5.40242"
"19174.0","1528923514853","5362107583481","-0.5244751","-8.389175","5.405258"
"19179.0","1528923514857","5362112618881","-0.758255","-8.506058","5.506256"
"19184.0","1528923514862","5362117654282","-0.5643158","-8.417465","5.6852417"
"19189.0","1528923514867","5362122689682","-0.6051483","-8.5298","5.703949"
"19194.0","1528923514872","5362127725083","-0.57214355","-8.449036","5.707306"
"19199.0","1528923514877","5362132760483","-0.48587036","-8.363739","5.5511627"
"19204.0","1528923514882","5362137795883","-0.6671753","-8.593658","5.750763"
"19210.0","1528923514887","5362142831284","-0.66059875","-8.5168","5.724289"
"19215.0","1528923514892","5362147866684","-0.71429443","-8.611145","5.724411"
"19220.0","1528923514897","5362152902085","-0.69062805","-8.800415","5.6860657"
"19225.0","1528923514902","5362157937485","-0.6574707","-8.687698","5.553711"
"19230.0","1528923514907","5362162972885","-0.71343994","-8.52861","5.5512238"
"19235.0","1528923514912","5362168008286","-0.5987396","-8.57605","5.6375275"
"19240.0","1528923514917","5362173043686","-0.517395","-8.530731","5.6428223"
"19245.0","1528923514922","5362178079086","-0.733902","-8.440674","5.6049347"
"19250.0","1528923514927","5362183114487","-0.71702576","-8.429901","5.634247"
"19255.0","1528923514932","5362188149887","-0.6988373","-8.418518","5.660309"
"19260.0","1528923514937","5362193185288","-0.88005066","-8.459274","5.7124023"
"19265.0","1528923514942","5362198220688","-0.7138214","-8.439896","5.6736603"
"19270.0","1528923514946","5362203256088","-0.7302246","-8.51915","5.620163"
"19275.0","1528923514952","5362208291489","-0.8028412","-8.438446","5.5345306"
"19280.0","1528923514956","5362213326889","-0.7321625","-8.333237","5.5305176"
"19285.0","1528923514961","5362218362290","-0.64463806","-8.43158","5.545059"
"19290.0","1528923514966","5362223397690","-0.62272644","-8.460403","5.545532"
"19295.0","1528923514972","5362228433090","-0.66651917","-8.3532715","5.5313873"
"19300.0","1528923514976","5362233468491","-0.70961","-8.367889","5.513809"
"19305.0","1528923514981","5362238503891","-0.68574524","-8.295822","5.465515"
"19310.0","1528923514986","5362243539292","-0.718277","-8.3367","5.5050507"
"19315.0","1528923514992","5362248574692","-0.6886139","-8.372879","5.586319"
"19320.0","1528923514997","5362253610092","-0.66233826","-8.375748","5.6510773"
"19325.0","1528923515004","5362258645493","-0.74716187","-8.343628","5.670349"
"19330.0","1528923515008","5362263680893","-0.80737305","-8.231949","5.649185"
"19335.0","1528923515012","5362268716294","-0.76290894","-8.298294","5.579605"
"19340.0","1528923515017","5362273751694","-0.71022034","-8.484253","5.6881714"
"19345.0","1528923515022","5362278787094","-0.7582092","-8.619553","5.80188"
"19351.0","1528923515026","5362283822495","-0.8036041","-8.673813","5.803787"
"19356.0","1528923515032","5362288857895","-0.81243896","-8.554886","5.7295685"
"19361.0","1528923515036","5362293893295","-0.89434814","-8.462769","5.591339"
"19366.0","1528923515041","5362298928696","-0.8689575","-8.502319","5.54393"
